Answer: 
( _[]_[]_[]_[]_[]_ , 231 )
( _[]_[_[]][]_ , 1551 )
( _[]_[_[]_][]_ , 3907 )
( _[[][]_]_[]_[]_ , 474 )
( _[[][]_]_[]_ , 1267 )
( _[[][]_]_[]_[] , 118 )
( _[[][]_]_[]_[[]_]_ , 12 )
( _[[][]_]_[]_[_[]_]_ , 12 )
( _[[][]_]_[]_[][]_ , 12 )
( _[[][]_]_[]_[[]_] , 12 )
( _[[][]_]_[]_[_[]_] , 36 )
( _[[][]_]_[_[]]_ , 50 )
( _[[][]_]_[_[]]_[]_ , 22 )
( _[[][]_]_[_[]_]_ , 793 )
( _[[][]_]_[_[]_]_[]_ , 27 )
( _[[][]_]_[_[_[]_]_]_ , 23 )
( _[[][]_]_[][]_ , 254 )
( _[[][]_]_[][_[]_]_ , 24 )
( _[[][]_]_[][[]_]_ , 8 )
( _[[][]_]_[][]_[]_ , 12 )
( _[[][]_]_[_[]][]_ , 16 )
( _[[][]_]_[_[]_][]_ , 8 )
( _[[][]_]_[]_[]_[]_ , 4 )
( _[[]_[]_]_[]_[]_ , 701 )
( _[[]_[]_]_[]_ , 4083 )
( _[[]_[]_]_[]_[] , 138 )
( _[[]_[]_]_[]_[[]_]_ , 12 )
( _[[]_[]_]_[]_[_[]_]_ , 12 )
( _[[]_[]_]_[]_[][]_ , 12 )
( _[[]_[]_]_[]_[[]_] , 12 )
( _[[]_[]_]_[]_[_[]_] , 36 )
( _[[]_[]_]_[_[]]_ , 50 )
( _[[]_[]_]_[_[]]_[]_ , 22 )
( _[[]_[]_]_[_[]_]_ , 1112 )
( _[[]_[]_]_[_[]_]_[]_ , 31 )
( _[[]_[]_]_[_[_[]_]_]_ , 27 )
( _[[]_[]_]_[][]_ , 461 )
( _[[]_[]_]_[][_[]_]_ , 24 )
( _[[]_[]_]_[][[]_]_ , 8 )
( _[[]_[]_]_[][]_[]_ , 12 )
( _[[]_[]_]_[_[]][]_ , 16 )
( _[[]_[]_]_[_[]_][]_ , 8 )
( _[[]_[]_]_[]_[]_[]_ , 4 )
( _[_[]]_[_[]]_[]_ , 1392 )
( _[_[]]_[_[]_]_[]_ , 3423 )
( _[_[]]_[_[]][]_ , 613 )
( _[_[]]_[_[]_][]_ , 1444 )
( _[_[[]_]]_[]_[]_ , 744 )
( _[_[[]_]]_[]_ , 2001 )
( _[_[[]_]]_[]_[] , 158 )
( _[_[[]_]]_[]_[[]_]_ , 14 )
( _[_[[]_]]_[]_[_[]_]_ , 14 )
( _[_[[]_]]_[]_[][]_ , 14 )
( _[_[[]_]]_[]_[[]_] , 14 )
( _[_[[]_]]_[]_[_[]_] , 42 )
( _[_[[]_]]_[_[]]_ , 75 )
( _[_[[]_]]_[_[]]_[]_ , 26 )
( _[_[[]_]]_[_[]_]_ , 1299 )
( _[_[[]_]]_[_[]_]_[]_ , 36 )
( _[_[[]_]]_[_[_[]_]_]_ , 35 )
( _[_[[]_]]_[][]_ , 417 )
( _[_[[]_]]_[][_[]_]_ , 18 )
( _[_[[]_]]_[][[]_]_ , 6 )
( _[_[[]_]]_[][]_[]_ , 10 )
( _[_[[]_]]_[_[]][]_ , 12 )
( _[_[[]_]]_[_[]_][]_ , 6 )
( _[_[[]_]]_[]_[]_[]_ , 3 )
( _[[]_]_[]_[]_ , 5228 )
( _[[]_]_[]_ , 4771 )
( _[[]_]_[]_[] , 1728 )
( _[[]_]_[]_[[]_]_ , 533 )
( _[[]_]_[]_[_[]_]_ , 1068 )
( _[[]_]_[]_[][]_ , 411 )
( _[[]_]_[]_[[]_] , 277 )
( _[[]_]_[]_[_[]_] , 921 )
( _[[]_]_[_[]]_ , 1209 )
( _[[]_]_[_[]]_[]_ , 719 )
( _[[]_]_[_[]_]_ , 11595 )
( _[[]_]_[_[]_]_[]_ , 1619 )
( _[[]_]_[_[_[]_]_]_ , 5789 )
( _[[]_]_[][]_ , 1863 )
( _[[]_]_[][_[]_]_ , 538 )
( _[[]_]_[][[]_]_ , 170 )
( _[[]_]_[][]_[]_ , 414 )
( _[[]_]_[_[]][]_ , 347 )
( _[[]_]_[_[]_][]_ , 611 )
( _[[]_]_[]_[]_[]_ , 499 )
( _[[_[]_]_]_[]_[]_ , 3294 )
( _[[_[]_]_]_[]_ , 6898 )
( _[[_[]_]_]_[]_[] , 824 )
( _[[_[]_]_]_[]_[[]_]_ , 76 )
( _[[_[]_]_]_[]_[_[]_]_ , 76 )
( _[[_[]_]_]_[]_[][]_ , 76 )
( _[[_[]_]_]_[]_[[]_] , 76 )
( _[[_[]_]_]_[]_[_[]_] , 228 )
( _[[_[]_]_]_[_[]]_ , 389 )
( _[[_[]_]_]_[_[]]_[]_ , 144 )
( _[[_[]_]_]_[_[]_]_ , 6117 )
( _[[_[]_]_]_[_[]_]_[]_ , 183 )
( _[[_[]_]_]_[_[_[]_]_]_ , 186 )
( _[[_[]_]_]_[][]_ , 1669 )
( _[[_[]_]_]_[][_[]_]_ , 150 )
( _[[_[]_]_]_[][[]_]_ , 50 )
( _[[_[]_]_]_[][]_[]_ , 66 )
( _[[_[]_]_]_[_[]][]_ , 100 )
( _[[_[]_]_]_[_[]_][]_ , 50 )
( _[[_[]_]_]_[]_[]_[]_ , 25 )
( _[[_[]]_]_[]_[]_ , 1258 )
( _[[_[]]_]_[]_ , 2176 )
( _[[_[]]_]_[]_[] , 378 )
( _[[_[]]_]_[]_[[]_]_ , 41 )
( _[[_[]]_]_[]_[_[]_]_ , 41 )
( _[[_[]]_]_[]_[][]_ , 41 )
( _[[_[]]_]_[]_[[]_] , 41 )
( _[[_[]]_]_[]_[_[]_] , 123 )
( _[[_[]]_]_[_[]]_ , 196 )
( _[[_[]]_]_[_[]]_[]_ , 77 )
( _[[_[]]_]_[_[]_]_ , 2608 )
( _[[_[]]_]_[_[]_]_[]_ , 89 )
( _[[_[]]_]_[_[_[]_]_]_ , 86 )
( _[[_[]]_]_[][]_ , 572 )
( _[[_[]]_]_[][_[]_]_ , 84 )
( _[[_[]]_]_[][[]_]_ , 28 )
( _[[_[]]_]_[][]_[]_ , 38 )
( _[[_[]]_]_[_[]][]_ , 56 )
( _[[_[]]_]_[_[]_][]_ , 28 )
( _[[_[]]_]_[]_[]_[]_ , 14 )
( _[[[]_]_]_[]_[]_ , 756 )
( _[[[]_]_]_[]_ , 1688 )
( _[[[]_]_]_[]_[] , 194 )
( _[[[]_]_]_[]_[[]_]_ , 18 )
( _[[[]_]_]_[]_[_[]_]_ , 18 )
( _[[[]_]_]_[]_[][]_ , 18 )
( _[[[]_]_]_[]_[[]_] , 18 )
( _[[[]_]_]_[]_[_[]_] , 54 )
( _[[[]_]_]_[_[]]_ , 83 )
( _[[[]_]_]_[_[]]_[]_ , 34 )
( _[[[]_]_]_[_[]_]_ , 1344 )
( _[[[]_]_]_[_[]_]_[]_ , 42 )
( _[[[]_]_]_[_[_[]_]_]_ , 41 )
( _[[[]_]_]_[][]_ , 392 )
( _[[[]_]_]_[][_[]_]_ , 42 )
( _[[[]_]_]_[][[]_]_ , 14 )
( _[[[]_]_]_[][]_[]_ , 18 )
( _[[[]_]_]_[_[]][]_ , 28 )
( _[[[]_]_]_[_[]_][]_ , 14 )
( _[[[]_]_]_[]_[]_[]_ , 7 )
( _[_[]_]_[]_[]_ , 19123 )
( _[_[]_]_[]_ , 21928 )
( _[_[]_]_[]_[] , 6160 )
( _[_[]_]_[]_[[]_]_ , 1419 )
( _[_[]_]_[]_[_[]_]_ , 2498 )
( _[_[]_]_[]_[][]_ , 1279 )
( _[_[]_]_[]_[[]_] , 960 )
( _[_[]_]_[]_[_[]_] , 3153 )
( _[_[]_]_[_[]]_ , 4065 )
( _[_[]_]_[_[]]_[]_ , 2096 )
( _[_[]_]_[_[]_]_ , 37887 )
( _[_[]_]_[_[]_]_[]_ , 4478 )
( _[_[]_]_[_[_[]_]_]_ , 11253 )
( _[_[]_]_[][]_ , 7423 )
( _[_[]_]_[][_[]_]_ , 1636 )
( _[_[]_]_[][[]_]_ , 587 )
( _[_[]_]_[][]_[]_ , 1236 )
( _[_[]_]_[_[]][]_ , 1137 )
( _[_[]_]_[_[]_][]_ , 2047 )
( _[_[]_]_[]_[]_[]_ , 1273 )
( _[_[_[]_]_]_[]_[]_ , 4273 )
( _[_[_[]_]_]_[]_ , 16813 )
( _[_[_[]_]_]_[]_[] , 856 )
( _[_[_[]_]_]_[]_[[]_]_ , 84 )
( _[_[_[]_]_]_[]_[_[]_]_ , 100 )
( _[_[_[]_]_]_[]_[][]_ , 84 )
( _[_[_[]_]_]_[]_[[]_] , 78 )
( _[_[_[]_]_]_[]_[_[]_] , 240 )
( _[_[_[]_]_]_[_[]]_ , 366 )
( _[_[_[]_]_]_[_[]]_[]_ , 137 )
( _[_[_[]_]_]_[_[]_]_ , 6675 )
( _[_[_[]_]_]_[_[]_]_[]_ , 219 )
( _[_[_[]_]_]_[_[_[]_]_]_ , 280 )
( _[_[_[]_]_]_[][]_ , 2608 )
( _[_[_[]_]_]_[][_[]_]_ , 160 )
( _[_[_[]_]_]_[][[]_]_ , 56 )
( _[_[_[]_]_]_[][]_[]_ , 81 )
( _[_[_[]_]_]_[_[]][]_ , 111 )
( _[_[_[]_]_]_[_[]_][]_ , 101 )
( _[_[_[]_]_]_[]_[]_[]_ , 46 )
( _[_[_[]]_]_[]_[]_ , 2448 )
( _[_[_[]]_]_[]_ , 6727 )
( _[_[_[]]_]_[]_[] , 614 )
( _[_[_[]]_]_[]_[[]_]_ , 66 )
( _[_[_[]]_]_[]_[_[]_]_ , 70 )
( _[_[_[]]_]_[]_[][]_ , 68 )
( _[_[_[]]_]_[]_[[]_] , 67 )
( _[_[_[]]_]_[]_[_[]_] , 204 )
( _[_[_[]]_]_[_[]]_ , 300 )
( _[_[_[]]_]_[_[]]_[]_ , 119 )
( _[_[_[]]_]_[_[]_]_ , 4456 )
( _[_[_[]]_]_[_[]_]_[]_ , 148 )
( _[_[_[]]_]_[_[_[]_]_]_ , 202 )
( _[_[_[]]_]_[][]_ , 1278 )
( _[_[_[]]_]_[][_[]_]_ , 122 )
( _[_[_[]]_]_[][[]_]_ , 42 )
( _[_[_[]]_]_[][]_[]_ , 58 )
( _[_[_[]]_]_[_[]][]_ , 80 )
( _[_[_[]]_]_[_[]_][]_ , 41 )
( _[_[_[]]_]_[]_[]_[]_ , 26 )
( _[_[][]]_[]_[]_ , 408 )
( _[_[][]]_[]_ , 1380 )
( _[_[][]]_[]_[] , 96 )
( _[_[][]]_[]_[[]_]_ , 5 )
( _[_[][]]_[]_[_[]_]_ , 5 )
( _[_[][]]_[]_[][]_ , 5 )
( _[_[][]]_[]_[[]_] , 5 )
( _[_[][]]_[]_[_[]_] , 15 )
( _[_[][]]_[_[]]_ , 38 )
( _[_[][]]_[_[]]_[]_ , 10 )
( _[_[][]]_[_[]_]_ , 801 )
( _[_[][]]_[_[]_]_[]_ , 20 )
( _[_[][]]_[_[_[]_]_]_ , 24 )
( _[_[][]]_[][]_ , 218 )
( _[_[][]]_[][_[]_]_ , 6 )
( _[_[][]]_[][[]_]_ , 2 )
( _[_[][]]_[][]_[]_ , 2 )
( _[_[][]]_[_[]][]_ , 4 )
( _[_[][]]_[_[]_][]_ , 2 )
( _[_[][]]_[]_[]_[]_ , 1 )
( _[_[][]_]_[]_[]_ , 698 )
( _[_[][]_]_[]_ , 4087 )
( _[_[][]_]_[]_[] , 80 )
( _[_[][]_]_[]_[[]_]_ , 4 )
( _[_[][]_]_[]_[_[]_]_ , 4 )
( _[_[][]_]_[]_[][]_ , 4 )
( _[_[][]_]_[]_[[]_] , 4 )
( _[_[][]_]_[]_[_[]_] , 12 )
( _[_[][]_]_[_[]]_ , 22 )
( _[_[][]_]_[_[]]_[]_ , 8 )
( _[_[][]_]_[_[]_]_ , 876 )
( _[_[][]_]_[_[]_]_[]_ , 11 )
( _[_[][]_]_[_[_[]_]_]_ , 13 )
( _[_[][]_]_[][]_ , 540 )
( _[_[][]_]_[][_[]_]_ , 12 )
( _[_[][]_]_[][[]_]_ , 4 )
( _[_[][]_]_[][]_[]_ , 4 )
( _[_[][]_]_[_[]][]_ , 8 )
( _[_[][]_]_[_[]_][]_ , 4 )
( _[_[][]_]_[]_[]_[]_ , 2 )
( _[_[]_[]_]_[]_[]_ , 1032 )
( _[_[]_[]_]_[]_ , 10567 )
( _[_[]_[]_]_[]_[] , 102 )
( _[_[]_[]_]_[]_[[]_]_ , 4 )
( _[_[]_[]_]_[]_[_[]_]_ , 4 )
( _[_[]_[]_]_[]_[][]_ , 4 )
( _[_[]_[]_]_[]_[[]_] , 4 )
( _[_[]_[]_]_[]_[_[]_] , 12 )
( _[_[]_[]_]_[_[]]_ , 22 )
( _[_[]_[]_]_[_[]]_[]_ , 8 )
( _[_[]_[]_]_[_[]_]_ , 1266 )
( _[_[]_[]_]_[_[]_]_[]_ , 12 )
( _[_[]_[]_]_[_[_[]_]_]_ , 14 )
( _[_[]_[]_]_[][]_ , 895 )
( _[_[]_[]_]_[][_[]_]_ , 12 )
( _[_[]_[]_]_[][[]_]_ , 4 )
( _[_[]_[]_]_[][]_[]_ , 4 )
( _[_[]_[]_]_[_[]][]_ , 8 )
( _[_[]_[]_]_[_[]_][]_ , 4 )
( _[_[]_[]_]_[]_[]_[]_ , 2 )
( _[_[_[]]]_[]_[]_ , 603 )
( _[_[_[]]]_[]_ , 2191 )
( _[_[_[]]]_[]_[] , 66 )
( _[_[_[]]]_[]_[[]_]_ , 2 )
( _[_[_[]]]_[]_[_[]_]_ , 2 )
( _[_[_[]]]_[]_[][]_ , 2 )
( _[_[_[]]]_[]_[[]_] , 2 )
( _[_[_[]]]_[]_[_[]_] , 6 )
( _[_[_[]]]_[_[]]_ , 11 )
( _[_[_[]]]_[_[]]_[]_ , 4 )
( _[_[_[]]]_[_[]_]_ , 708 )
( _[_[_[]]]_[_[]_]_[]_ , 10 )
( _[_[_[]]]_[_[_[]_]_]_ , 11 )
( _[_[_[]]]_[][]_ , 437 )
( _[_[_[]]]_[][_[]_]_ , 6 )
( _[_[_[]]]_[][[]_]_ , 2 )
( _[_[_[]]]_[][]_[]_ , 2 )
( _[_[_[]]]_[_[]][]_ , 4 )
( _[_[_[]]]_[_[]_][]_ , 2 )
( _[_[_[]]]_[]_[]_[]_ , 1 )
( _[_[_[]_]]_[]_[]_ , 1817 )
( _[_[_[]_]]_[]_ , 6731 )
( _[_[_[]_]]_[]_[] , 400 )
( _[_[_[]_]]_[]_[[]_]_ , 44 )
( _[_[_[]_]]_[]_[_[]_]_ , 60 )
( _[_[_[]_]]_[]_[][]_ , 44 )
( _[_[_[]_]]_[]_[[]_] , 38 )
( _[_[_[]_]]_[]_[_[]_] , 120 )
( _[_[_[]_]]_[_[]]_ , 206 )
( _[_[_[]_]]_[_[]]_[]_ , 63 )
( _[_[_[]_]]_[_[]_]_ , 3288 )
( _[_[_[]_]]_[_[]_]_[]_ , 128 )
( _[_[_[]_]]_[_[_[]_]_]_ , 297 )
( _[_[_[]_]]_[][]_ , 1030 )
( _[_[_[]_]]_[][_[]_]_ , 76 )
( _[_[_[]_]]_[][[]_]_ , 28 )
( _[_[_[]_]]_[][]_[]_ , 41 )
( _[_[_[]_]]_[_[]][]_ , 55 )
( _[_[_[]_]]_[_[]_][]_ , 73 )
( _[_[_[]_]]_[]_[]_[]_ , 32 )
( _[_[_[_[]]_]]_[]_[]_ , 105 )
( _[_[_[_[]]_]]_[]_ , 1324 )
( _[_[_[_[]]_]]_[]_[] , 24 )
( _[_[_[_[]]_]]_[]_[[]_]_ , 2 )
( _[_[_[_[]]_]]_[]_[_[]_]_ , 2 )
( _[_[_[_[]]_]]_[]_[][]_ , 2 )
( _[_[_[_[]]_]]_[]_[[]_] , 2 )
( _[_[_[_[]]_]]_[]_[_[]_] , 6 )
( _[_[_[_[]]_]]_[_[]]_ , 11 )
( _[_[_[_[]]_]]_[_[]]_[]_ , 4 )
( _[_[_[_[]]_]]_[_[]_]_ , 211 )
( _[_[_[_[]]_]]_[_[]_]_[]_ , 5 )
( _[_[_[_[]]_]]_[_[_[]_]_]_ , 6 )
( _[_[_[_[]]_]]_[][]_ , 70 )
( _[_[_[_[]]_]]_[][_[]_]_ , 6 )
( _[_[_[_[]]_]]_[][[]_]_ , 2 )
( _[_[_[_[]]_]]_[][]_[]_ , 2 )
( _[_[_[_[]]_]]_[_[]][]_ , 4 )
( _[_[_[_[]]_]]_[_[]_][]_ , 2 )
( _[_[_[_[]]_]]_[]_[]_[]_ , 1 )
( _[[_[_[]_]_]_]_[]_[]_ , 66 )
( _[[_[_[]_]_]_]_[]_ , 501 )
( _[[_[_[]_]_]_]_[]_[] , 18 )
( _[[_[_[]_]_]_]_[]_[[]_]_ , 2 )
( _[[_[_[]_]_]_]_[]_[_[]_]_ , 2 )
( _[[_[_[]_]_]_]_[]_[][]_ , 2 )
( _[[_[_[]_]_]_]_[]_[[]_] , 2 )
( _[[_[_[]_]_]_]_[]_[_[]_] , 6 )
( _[[_[_[]_]_]_]_[_[]]_ , 11 )
( _[[_[_[]_]_]_]_[_[]]_[]_ , 4 )
( _[[_[_[]_]_]_]_[_[]_]_ , 151 )
( _[[_[_[]_]_]_]_[_[]_]_[]_ , 4 )
( _[[_[_[]_]_]_]_[_[_[]_]_]_ , 5 )
( _[[_[_[]_]_]_]_[][]_ , 36 )
( _[[_[_[]_]_]_]_[][_[]_]_ , 6 )
( _[[_[_[]_]_]_]_[][[]_]_ , 2 )
( _[[_[_[]_]_]_]_[][]_[]_ , 2 )
( _[[_[_[]_]_]_]_[_[]][]_ , 4 )
( _[[_[_[]_]_]_]_[_[]_][]_ , 2 )
( _[[_[_[]_]_]_]_[]_[]_[]_ , 1 )
( _[_[[]_]_]_[]_[]_ , 1554 )
( _[_[[]_]_]_[]_ , 5939 )
( _[_[[]_]_]_[]_[] , 210 )
( _[_[[]_]_]_[]_[[]_]_ , 11 )
( _[_[[]_]_]_[]_[_[]_]_ , 11 )
( _[_[[]_]_]_[]_[][]_ , 11 )
( _[_[[]_]_]_[]_[[]_] , 11 )
( _[_[[]_]_]_[]_[_[]_] , 33 )
( _[_[[]_]_]_[_[]]_ , 71 )
( _[_[[]_]_]_[_[]]_[]_ , 22 )
( _[_[[]_]_]_[_[]_]_ , 2164 )
( _[_[[]_]_]_[_[]_]_[]_ , 36 )
( _[_[[]_]_]_[_[_[]_]_]_ , 43 )
( _[_[[]_]_]_[][]_ , 1057 )
( _[_[[]_]_]_[][_[]_]_ , 24 )
( _[_[[]_]_]_[][[]_]_ , 8 )
( _[_[[]_]_]_[][]_[]_ , 8 )
( _[_[[]_]_]_[_[]][]_ , 16 )
( _[_[[]_]_]_[_[]_][]_ , 8 )
( _[_[[]_]_]_[]_[]_[]_ , 4 )
( _[][]_[]_[]_ , 2538 )
( _[][]_[]_[][]_ , 157 )
( _[][]_[]_[] , 868 )
( _[][]_[]_[[]_] , 131 )
( _[][]_[]_[_[]_] , 423 )
( _[][]_[_[]]_[]_ , 330 )
( _[][]_[[]_]_[]_ , 396 )
( _[][]_[_[]_]_[]_ , 679 )
( _[][]_[][]_ , 956 )
( _[][]_[]_[[]_]_ , 153 )
( _[][]_[]_[_[]_]_ , 225 )
( _[][]_[]_ , 3184 )
( _[][]_[_[]]_ , 614 )
( _[][]_[[]_]_ , 1836 )
( _[][]_[_[]_]_ , 5399 )
( _[][]_[[_[]_]_]_ , 1082 )
( _[][]_[[][]_]_ , 270 )
( _[][]_[[]_[]_]_ , 342 )
( _[][]_[_[]_[]_]_ , 380 )
( _[][]_[_[][]_]_ , 224 )
( _[][]_[[[]_]_]_ , 324 )
( _[][]_[_[[]_]_]_ , 536 )
( _[][]_[_[_[]_]_]_ , 1145 )
( _[][]_ , 665 )
( _[][]_[] , 848 )
( _[][]_[[]_] , 277 )
( _[][]_[_[]_] , 1166 )
( _[][]_[][] , 186 )
( _[][]_[[]_[]]_ , 162 )
( _[][]_[_[[]_]]_ , 240 )
( _[][]_[_[_[]_]]_ , 712 )
( _[][_[][]_]_[][]_ , 1 )
( _[][_[][]_]_[] , 30 )
( _[][_[][]_]_[[]_] , 1 )
( _[][_[][]_]_[_[]_] , 3 )
( _[][_[][]_]_[]_ , 126 )
( _[][_[][]_]_ , 2329 )
( _[][_[][]_]_[[]_]_ , 1 )
( _[][_[][]_]_[_[]_]_ , 1 )
( _[][_[]]_[][]_ , 94 )
( _[][_[]]_[] , 534 )
( _[][_[]]_[[]_] , 78 )
( _[][_[]]_[_[]_] , 246 )
( _[][_[]]_[]_ , 1253 )
( _[][_[]]_ , 816 )
( _[][_[]]_[[]_]_ , 88 )
( _[][_[]]_[_[]_]_ , 138 )
( _[][[]_]_[][]_ , 55 )
( _[][[]_]_[] , 354 )
( _[][[]_]_[[]_] , 41 )
( _[][[]_]_[_[]_] , 129 )
( _[][[]_]_[]_ , 910 )
( _[][[]_]_ , 896 )
( _[][[]_]_[[]_]_ , 53 )
( _[][[]_]_[_[]_]_ , 95 )
( _[][[_[]]_]_[][]_ , 1 )
( _[][[_[]]_]_[] , 74 )
( _[][[_[]]_]_[[]_] , 1 )
( _[][[_[]]_]_[_[]_] , 3 )
( _[][[_[]]_]_[]_ , 240 )
( _[][[_[]]_]_ , 691 )
( _[][[_[]]_]_[[]_]_ , 1 )
( _[][[_[]]_]_[_[]_]_ , 1 )
( _[][[[]_]_]_[][]_ , 3 )
( _[][[[]_]_]_[] , 40 )
( _[][[[]_]_]_[[]_] , 3 )
( _[][[[]_]_]_[_[]_] , 9 )
( _[][[[]_]_]_[]_ , 133 )
( _[][[[]_]_]_ , 589 )
( _[][[[]_]_]_[[]_]_ , 3 )
( _[][[[]_]_]_[_[]_]_ , 3 )
( _[][[_[]_]_]_[][]_ , 2 )
( _[][[_[]_]_]_[] , 70 )
( _[][[_[]_]_]_[[]_] , 2 )
( _[][[_[]_]_]_[_[]_] , 6 )
( _[][[_[]_]_]_[]_ , 375 )
( _[][[_[]_]_]_ , 2544 )
( _[][[_[]_]_]_[[]_]_ , 2 )
( _[][[_[]_]_]_[_[]_]_ , 2 )
( _[][_[]_]_[][]_ , 103 )
( _[][_[]_]_[] , 1140 )
( _[][_[]_]_[[]_] , 91 )
( _[][_[]_]_[_[]_] , 285 )
( _[][_[]_]_[]_ , 3062 )
( _[][_[]_]_ , 7395 )
( _[][_[]_]_[[]_]_ , 93 )
( _[][_[]_]_[_[]_]_ , 109 )
( _[][_[_[]]_]_[][]_ , 2 )
( _[][_[_[]]_]_[] , 108 )
( _[][_[_[]]_]_[[]_] , 2 )
( _[][_[_[]]_]_[_[]_] , 6 )
( _[][_[_[]]_]_[]_ , 370 )
( _[][_[_[]]_]_ , 3832 )
( _[][_[_[]]_]_[[]_]_ , 2 )
( _[][_[_[]]_]_[_[]_]_ , 2 )
( _[][_[[]_]_]_[][]_ , 1 )
( _[][_[[]_]_]_[] , 50 )
( _[][_[[]_]_]_[[]_] , 1 )
( _[][_[[]_]_]_[_[]_] , 3 )
( _[][_[[]_]_]_[]_ , 303 )
( _[][_[[]_]_]_ , 4456 )
( _[][_[[]_]_]_[[]_]_ , 1 )
( _[][_[[]_]_]_[_[]_]_ , 1 )
( _[][_[_[]_]_]_[][]_ , 2 )
( _[][_[_[]_]_]_[] , 108 )
( _[][_[_[]_]_]_[[]_] , 2 )
( _[][_[_[]_]_]_[_[]_] , 6 )
( _[][_[_[]_]_]_[]_ , 640 )
( _[][_[_[]_]_]_ , 13323 )
( _[][_[_[]_]_]_[[]_]_ , 2 )
( _[][_[_[]_]_]_[_[]_]_ , 2 )
( _[][[][]_]_[] , 20 )
( _[][[][]_]_ , 459 )
( _[][[][]_]_[]_ , 87 )
( _[][[]_[]_]_[] , 16 )
( _[][[]_[]_]_ , 1078 )
( _[][[]_[]_]_[]_ , 79 )
( _[][_[]_[]_]_[] , 22 )
( _[][_[]_[]_]_ , 4949 )
( _[][_[]_[]_]_[]_ , 118 )
( _[][_[_[]_]]_[] , 110 )
( _[][_[_[]_]]_ , 3675 )
( _[][_[_[]_]]_[]_ , 402 )
( _[][_[_[][]]_]_[] , 2 )
( _[][_[_[][]]_]_ , 255 )
( _[][_[_[][]]_]_[]_ , 6 )
( _[][_[][]]_[]_ , 78 )
( _[][_[][]]_ , 340 )
( _[][_[]_[]]_[]_ , 71 )
( _[][_[]_[]]_ , 1199 )
( _[][_[_[]_]_[]]_[]_ , 2 )
( _[][_[_[]_]_[]]_ , 251 )
( _[][_[_[]]_[]]_[]_ , 2 )
( _[][_[_[]]_[]]_ , 136 )
( _[][_[][]_[]]_[]_ , 1 )
( _[][_[][]_[]]_ , 52 )
( _[][_[[]_]_[]]_[]_ , 1 )
( _[][_[[]_]_[]]_ , 170 )
( _[][[_[]]_[]_]_[]_ , 1 )
( _[][[_[]]_[]_]_ , 139 )
( _[][[[]_]_[]_]_[]_ , 3 )
( _[][[[]_]_[]_]_ , 80 )
( _[][[_[]_]_[]_]_[]_ , 2 )
( _[][[_[]_]_[]_]_ , 121 )
( _[][[_[]][]_]_[]_ , 2 )
( _[][[_[]][]_]_ , 132 )
( _[][[[]_][]_]_[]_ , 6 )
( _[][[[]_][]_]_ , 58 )
( _[][[_[]_][]_]_[]_ , 4 )
( _[][[_[]_][]_]_ , 244 )
( _[][_[][[]_]_]_[]_ , 3 )
( _[][_[][[]_]_]_ , 101 )
( _[][_[_[]_]_[]_]_[]_ , 1 )
( _[][_[_[]_]_[]_]_ , 683 )
( _[][_[][_[]_]_]_[]_ , 1 )
( _[][_[][_[]_]_]_ , 273 )
( _[][_[_[]]_[]_]_[]_ , 3 )
( _[][_[_[]]_[]_]_ , 451 )
( _[][_[[]_]_[]_]_[]_ , 3 )
( _[][_[[]_]_[]_]_ , 436 )
( _[][_[_[]_][]_]_[]_ , 2 )
( _[][_[_[]_][]_]_ , 416 )
( _[][_[]_[[]_]_]_[]_ , 1 )
( _[][_[]_[[]_]_]_ , 191 )
( _[][[]_[]]_[]_ , 51 )
( _[][[]_[]]_ , 345 )
( _[][[_[]]_[]]_[]_ , 1 )
( _[][[_[]]_[]]_ , 181 )
( _[][[[]_]_[]]_[]_ , 3 )
( _[][[[]_]_[]]_ , 105 )
( _[][[_[]_]_[]]_[]_ , 2 )
( _[][[_[]_]_[]]_ , 324 )
( _[][_[[]_]]_[]_ , 165 )
( _[][_[[]_]]_ , 987 )
( _[][_[_[]]]_[]_ , 148 )
( _[][_[_[]]]_ , 418 )
( _[][_[_[]_[]]_]_[]_ , 1 )
( _[][_[_[]_[]]_]_ , 297 )
( _[][_[[]_[]_]_]_[]_ , 3 )
( _[][_[[]_[]_]_]_ , 486 )
( _[][_[[][]_]_]_[]_ , 4 )
( _[][_[[][]_]_]_ , 465 )
( _[][_[_[][]_]_]_[]_ , 2 )
( _[][_[_[][]_]_]_ , 380 )
( _[][_[[]_[]]_]_[]_ , 1 )
( _[][_[[]_[]]_]_ , 267 )
( _[][_[_[_[]]]_]_[]_ , 10 )
( _[][_[_[_[]]]_]_ , 399 )
( _[][_[_[[]_]]_]_[]_ , 5 )
( _[][_[_[[]_]]_]_ , 567 )
( _[][_[_[_[]_]]_]_[]_ , 36 )
( _[][_[_[_[]_]]_]_ , 1073 )
( _[][_[[_[]]_]_]_[]_ , 14 )
( _[][_[[_[]]_]_]_ , 659 )
( _[][_[[[]_]_]_]_[]_ , 5 )
( _[][_[[[]_]_]_]_ , 492 )
( _[][_[[_[]_]_]_]_[]_ , 12 )
( _[][_[[_[]_]_]_]_ , 1131 )
( _[][_[_[_[]]_]_]_[]_ , 14 )
( _[][_[_[_[]]_]_]_ , 1286 )
( _[][_[_[[]_]_]_]_[]_ , 5 )
( _[][_[_[[]_]_]_]_ , 1104 )
